teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,facebook,twitter,instagram,email,gmaps_longitud,gmaps_latitud,teatro_aforo,teatro_tipo_escenario,link_sic,fecha_mod
475,"Sala Moliere (En remodelación)","1949-01-01","Instituto Francés de América Latina (IFAL)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Río Nazas 43","Col. Cuauhtémoc","06500","55 5566 0777 al 80","https://ifal.mx/lecinema/cartelera","https://www.facebook.com/lecinemaifal","","","informes@ifal.mx;  lecinema@ifal.mx",-99.20132,19.43682,236,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=475","2025-06-18 11:37:13-06"
394,"Teatro Virginia Fábregas","1990-03-01","Producciones Mafe, S.A. de C.V.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Joaquín Velázquez de León 29","Col. San Rafael","06470","55 5535 5424","","https://www.facebook.com/CCVFOficial/?locale=es_LA","","","direccionccvf@gmail.com",-99.16611,19.44153,180,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=394","2026-01-26 13:50:24-06"
883,"Centro Cultural de las Artes Escénicas Teatro María Rojo","1964-11-21","Secretaría de Cultura del Gobierno Federal",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel González 2a. Secc. atrás del metro Tlatelolco","Unidad Habitacional Nonoalco Tlatelolco","06900","(55) 4335 8095","https://www.facebook.com/Centro-Cultural-de-las-Artes-Esc%C3%A9nicas-Teatro-Mar%C3%ADa-Rojo-384096345041303/photos","","","","barbaracardonamatias@hotmail.com",-99.14277,19.45512,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=883","2017-02-27 12:57:49-06"
518,"Teatro Silvia Pinal","1991-05-02","Particular",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Versalles 27","Col. Juárez","06600","55 5546 2975","","","","","",-99.15472,19.43117,660,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=518","2023-03-14 08:27:19-06"
987,"Foro La Nabe","2016-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Linares 26","Col. Roma Sur","06760","55 2322 9306","https://forolanabe.com/","https://www.facebook.com/forolanabe/","ForolaNabe","","forolanabe@hotmail.com",-99.15167,19.44165,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=987","2020-05-20 16:00:05-05"
832,"Centro Cultural Teatro 1","1995-10-30","Gou Producciones",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Cuauhtémoc 19","Col. Roma","06700","55 4000 5631","https://www.gouproducciones.mx/teatros-gou-producciones-cct1-cct2-aldama/","https://www.facebook.com/centroculturalteatro1?locale=es_LA","gouproducciones","https://www.instagram.com/centroculturalteatro1/","",-99.15389,19.42472,2197,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=832","2025-12-04 10:57:00-06"
841,"Bajo Circuito Multiforo Urbano","2014-10-01","Grupo Litoral",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Bajo Puente de Circuito Interior s/n esq. Juan Escutia","Col. Condesa","06140","55 5211 7631","","https://www.facebook.com/pages/Bajo-Circuito/346862878812488?sk=timeline","","https://www.instagram.com/bajocircuito/?hl=es","infobc@arterial.mx; soporte@passline.mx",-99.17941,19.41623,250,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=841","2026-06-10 12:24:56-06"
748,"Espacio Universitario de Cultura Off Spring","2012-08-27","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Francisco Pimentel 14 (entre José Rosas Moreno e Ignacio Altamirano)","Col. San Rafael","06470","(55) 5592 0619","","","","","foroffspring@hotmail.com",-99.162,19.43861,300,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=748","2018-08-23 05:25:00-05"
770,"Foro del Tejedor","1991-01-01","Cafebrería el Péndulo S.A. de C.V. ",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Alvaro Obregon 86, piso 3 (entre Orizaba y Córdova)","Col. Roma","06700","55 5574 7034","http://forodeltejedor.com","","","","esteban@pendulo.com; xana@pendulo.com",-99.15915,19.41863,114,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=770","2025-06-09 16:59:52-06"
249,"Teatro Isabela Corona","1962-02-15","Instituto Mexicano del Seguro Social (IMSS)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Eje Central Lázaro Cárdenas 445","Col. Unidad Nonoalco-Tlatelolco","06900","(55) 5782 1646","https://carteleradeteatro.mx/teatro/centro/teatro-isabela-corona/","","","","chavalone_62@hotmail.com",-99.13767,19.45259,482,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=249","2026-02-16 16:30:42-06"
421,"Teatro Casa de la Paz ","1965-03-24","UAM/Coordinación General de Difusión",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Cozumel 33","Col. Roma Nte.","06700","55 5286 5315","https://teatrocasadelapaz.uam.mx/","https://www.facebook.com/teatrocasadelapaz/","","https://www.instagram.com/teatrocasadelapaz/","tdelapaz@correo.uam.mx",-99.17124,19.41961,164,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=421","2026-02-23 14:29:13-06"
683,"Foro A Poco No. Teatro Cabaret","2009-11-11","Secretaría de Cultura de la Ciudad de México/Coordinación del Sistema de Teatros",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","República de Cuba 49 esq. República de Chile y Allende","Centro Histórico","06010","55 5130 5740 ext. 2018","http://teatros.cultura.cdmx.gob.mx/foro/foro-poco-no?fbclid=IwY2xjawL_TXdleHRuA2FlbQIxMABicmlkETFRaFpRUDhJTnJrNHZrTHhZAR74BsNCf2-L59FCzZ5k6VdvL1DxvPpntDvm2j2nrX071ac-uTFRczTEvFcsmg_aem_5fVRfd7xXOFOCNOGdnI_yg","https://www.facebook.com/foro.apocono?fref=ts","","","cst.foroapocono@gmail.com",-99.13729,19.43708,60,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=683","2025-08-05 14:50:21-06"
473,"Teatro Jorge Negrete","1957-12-05","Asociación Nacional de Actores (ANDA)",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Manuel Ignacio Altamirano 128","Col. San Rafael","06470","55 5535 2246","","https://www.facebook.com/pages/Teatro%20Jorge%20Negrete%20M%C3%A9xico%20DF/140629062660175/?locale=es_LA","","","jorgenegreteteatro@hotmail.com",-99.1634,19.43493,602,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=473","2023-12-05 10:04:46-06"
929,"Un Teatro","2013-04-30","Realzando Ideas, A.C.",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Nuevo León 46","Col. Hipodromo Condesa","06170","55 6449 7866","http://www.unteatro.org/","https://www.facebook.com/unteatro","","","unteatrodifusion@gmail.com",-99.17108,19.4139,75,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=929","2026-01-14 14:21:31-06"
900,"Foro Lucerna","2013-03-17","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Lucerna 64","Col. Juárez","06600","55 5535 4178","www.teatromilan.com","facebook.com/TeatroMilanForoLucerna","@ForoLucerna","@teatromilan_forolucerna","info@teatromilanforolucerna.com",-99.15672,19.42996,90,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=900","2024-10-18 12:28:57-06"
1002,"Teatro Varsovia","2022-03-03","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Varsovia 9","Col. Juárez ","06600","55 4894 9259","","https://www.facebook.com/teatrovarsovia","teatrovarsovia","","teatrovarsovia@gmail.com",-99.16891,19.42565,180,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=1002","2022-03-04 08:28:21-06"
476,"Anfiteatro Simón Bolívar","1910-09-22","UNAM/Antiguo Colegio de San Ildefonso",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Justo Sierra 16 ","Centro","06000","55 5702 4221","https://culturaunam.mx/vertice/index.php/venue/anfiteatro-simon-bolivar/","","","","anfi@servidorunam.com; anfi@unam.mx",-99.13101,19.4358,457,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=476","2025-05-14 13:31:16-06"
396,"Teatro del Palacio de Bellas Artes","1934-09-29","Secretaría de Cultura/INBA",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juárez 1","Centro","06050","55 8647 6500 exts. 2152, 2153, 2154","http://www.palacio.bellasartes.gob.mx/","","","","gpba.palaciodebellasartes@inba.gob.mx; gerenciapba@inba.gob.mx",-99.14123,19.43566,1590,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=396","2025-06-06 13:46:45-06"
813,"Foro Claudia","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","(55) 5211 4941","https://forosylviapasquel.com/foro-claudia","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com",-99.17655,19.41563,55,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=813","2022-07-08 06:48:27-05"
837,"Foro Indie Rocks","1000-01-01","Grupo Indie Rocks",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 39","Col. Roma Nte.","06700","55 6394 7745","https://www.indierocks.mx/","https://www.facebook.com/foroindierocks/timeline","indierocks","https://www.instagram.com/indierocksmagazine","",-99.15617,19.41665,1500,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=837","2023-09-27 11:19:55-06"
902,"Sensorama","2013-01-01","",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Zacatecas 155","Col. Roma Norte","06700","55 1998 2586","http://www.sensorama.mx/","https://www.facebook.com/sensorama.mx/","","","delfinsensorama@gmail.com; preventa.sensorama@gmail.com",-99.16448,19.41324,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=902","2020-05-25 15:59:39-05"
428,"Teatro Sergio Magaña","1991-07-26","Secretaría de Cultura de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Sor Juana Inés de la Cruz 114","Col. Santa María la Ribera","06400","(55) 5547 0931","http://teatros.cultura.cdmx.gob.mx/foro/teatro-sergio-maga%C3%B1a","https://www.facebook.com/TeatroSergioMagana/","","","teatrosergiomagana@df.gob.mx",-99.16068,19.44529,321,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=428","2019-10-25 07:11:49-05"
420,"Teatro de la Ciudad Esperanza Iris","1918-05-25","Secretaría de Cultura del Gobierno de la Ciudad de México",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Donceles 36","Centro","06010","55 1719 3000 ext. 2006","http://teatros.cultura.cdmx.gob.mx/foro/teatro-de-la-ciudad-esperanza-iris","https://www.facebook.com/TeatroDeLaCdEsperanzaIris"," ","","teatros.esperanzairis@gmail.com",-99.13725,19.43669,1326,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=420","2026-04-07 14:04:08-06"
812,"Foro Nahui Olin","2011-01-01","Centro Cultural Sylvia Pasquel",9,"Ciudad de México",15,"Cuauhtémoc",1,"Cuauhtémoc","Av. Juan Escutia 96","Col. Condesa","06140","55 5211 4941","http://www.centroculturalsylviapasquel.com/NAHUI.html","https://www.facebook.com/foro.pasquel","foropasquel","","foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com",-99.17655,19.41563,140,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=812","2022-07-08 06:45:53-05"
282,"Foro del Centro Cultural Roldán Sandoval","1997-01-13","Centro Cultural Roldán Sandoval S.C.",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","José Martí 280","Col. Escandón","11800","(55) 5273 7631","http://www.fredroldan.com","https://www.facebook.com/Centroculturalroldansandoval","","","fredroldanactor@gmail.com",-99.17165,19.40025,100,"isabelino","http://sic.gob.mx/ficha.php?table=teatro&table_id=282","2025-07-07 19:19:45-06"
449,"Teatro Julio Castillo","1957-05-03","Secretaría de Cultura/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","55 52 83 46 00 exts. 4420, 4423","","","","","",-99.19504,19.42355,1000,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=449","2023-12-05 12:40:23-06"
36,"Teatro Ofelia","1996-10-24","",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Eje 3 Poniente Thiers 287","Col. Anzures","11590","55 4140 5685","https://teatroofelia.com/","https://www.facebook.com/teatrofelia","teatroofelia","https://www.instagram.com/teatroofelia/?hl=es","contact@teatroofelia.com",-99.18276,19.43712,325,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=36","2023-12-05 12:05:16-06"
727,"Foro Cultural Chapultepec","2012-01-01","Centro Deportivo Chapultepec, A.C.",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Mariano Escobedo 665","Col. Anzures","11590","55 5254 3232 ext. 1057","https://deportivochapultepec.com/instalaciones-socioculturales/","https://es-es.facebook.com/foroculturalchapultepec/","","https://www.instagram.com/foroculturalchapultepec/","sugerencias@cdch.com.mx",-99.17918,19.42567,650,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=727","2025-07-17 11:32:00-06"
838,"Gran Teatro Moliere","2014-11-04","Clandestino Club. Destino Entertainment",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Av. Moliere 328 esq. Homero y Ejército Nacional","Col. Polanco","11560","55 9688 6806","https://carteleradeteatro.mx/teatro/poniente/foro-polanco/","https://www.facebook.com/carteleradeteatrocdmx/","","","informacion@destinoent.com",-99.20137,19.43669,1500,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=838","2023-11-17 07:32:27-06"
657,"Foro al Aire Libre 1","2007-10-01","UNAM/Casa del Lago Juan José Arreola",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Bosque de Chapultepec, 1a. Sección","Chapultepec Polanco","11850","55 5211 1099","","https://www.facebook.com/profile.php?id=100064667050546&locale=es_ES#","","","apgrobet@casadellago.unam.mx ",-99.18662,19.42204,0,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=657","2026-05-08 11:02:49-06"
497,"Teatro de la Danza Guillermina Bravo","1969-09-19","Secretaría de Cultura Federal/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Reforma y Campo Marte s/n","Col. Chapultepec Polanco","11100","55 1000 5600","https://inba.gob.mx/recinto/109","https://www.facebook.com/danzaINBAL/?locale=es_LA","","","coordinacion.danza@inba.gob.mx",-99.19497,19.42346,340,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=497","2026-05-14 18:07:26-06"
455,"Teatro Rosario Castellanos","1959-05-18","UNAM/Casa del Lago Juan José Arreola",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Bosque de Chapultepec, 1a. Sección s/n","Col. San Miguel Chapultepec","11850","55 5211 6086","http://www.casadellago.unam.mx","","","","contacto@casadellago.unam.mx",-99.18582,19.42238,90,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=455","2025-07-03 12:35:17-06"
826,"Plaza al aire libre Ángel Salas ","1969-01-01","Secretaría de Cultura Federal/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","(55) 5283 4600 ext. 4408","http://www.ccb.bellasartes.gob.mx/recintos/angelsalas","","","","cnd.gentededanza@inba.gob.mx; ccb@inba.gob.mx .",-99.19446,19.42343,200,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=826","2026-01-07 19:55:25-06"
198,"Teatro Legaria","1960-07-01","IMSS",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Calz. Legaria s/n esq. Lago Gran Oso","Col. Pensil","11430","55 5527 1920","http://www.imss.gob.mx","","","","chavalote@hotmail.com",-99.19865,19.4527,293,"Italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=198","2021-09-01 10:14:57-05"
1038,"Jardín y Pabellón Escénico","2024-02-29","Secretaría de Cultura /INBAL",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Auditorio Nacional, Bosque de Chapultepec I Secc","","11580 ","","https://inba.gob.mx/prensa/19554/el-jardin-escenico-nuevo-espacio-para-las-artes-y-la-experimentacion-artistica-en-dialogo-con-la-naturaleza","","","","",-99.19388,19.42457,400,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=1038","2024-02-29 14:10:39-06"
786,"Teatro Telcel","2013-10-17","Grupo CARSO/OCESA",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Lago Zurich 245","Col.  Ampl. Granada ","11529 ","55 5207 1498","http://wickedelmusical.com.mx/","","","","promociones@mejorteatro.com.mx",-99.20388,19.44089,1380,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=786","2021-09-07 07:59:33-05"
450,"Sala Xavier Villaurrutia","1957-08-23","Secretaría de Cultura Federal/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","55 52 83 46 00 exts. 4420, 4423","http://www.teatro.bellasartes.gob.mx","","","","",-99.195,19.42351,109,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=450","2023-12-05 12:36:40-06"
443,"Teatro El Granero Xavier Rojas","1956-09-04","Secretaría de Cultura/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco ","11560","55 5280 8771 ext. 411","https://inba.gob.mx/recinto/111","","","","inbaspt@yahoo.com",-99.19458,19.42369,203,"arena","http://sic.gob.mx/ficha.php?table=teatro&table_id=443","2024-07-18 10:23:56-06"
451,"Teatro Orientación","1957-08-01","Secretaría de Cultura/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","(55) 5280 8771 ext. 502","http://www.teatro.bellasartes.gob.mx/index.php?option=com_content&view=article&id=249&Itemid=130 http://ftor-inbaspt.blogspot.mx/","","","","ccbgerencia@hotmail.com",-99.19506,19.42336,351,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=451","2022-07-22 12:28:03-05"
447,"Teatro el Galeón,  Abraham Oceransky","1972-11-20","Secretaría de Cultura Federal/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","55 5280 2738","https://inba.gob.mx/recinto/110","https://carteleradeteatro.mx/teatro/poniente/teatro-el-galeon/","","","gentedeteatro@inba.gob.mx",-99.19493,19.42396,350,"multimodal","http://sic.gob.mx/ficha.php?table=teatro&table_id=447","2025-07-07 11:50:49-06"
825,"Sala CCB","1996-01-01","Secretaría de Cultura/INBA/Centro Cultural del Bosque",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Campo Marte s/n esq. Paseo de la Reforma","Col. Chapultepec Polanco","11560","(55) 1000 5600 ext. 4636         ","https://inba.gob.mx/recinto/68","https://www.facebook.com/CCB.INBA/?locale=es_LA","","","ccb@inba.gob.mx",-99.19503,19.42352,110,"","http://sic.gob.mx/ficha.php?table=teatro&table_id=825","2026-02-13 17:10:25-06"
903,"Teatro del Seminario de Cultura Mexicana","2016-10-11","Seminario de Cultura Mexicana",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Presidente Masaryk 526","Col. Polanco","11560","55 5281 6661","https://seminariodeculturamexicana.com/","https://www.facebook.com/seminariodeculturamx/","seminariocultmx","https://www.instagram.com/seminariodeculturamx","contacto@culturamexicana.org.mx",-99.20496,19.43223,124,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=903","2023-12-05 12:21:53-06"
519,"Teatro al Aire Libre Ángela Peralta","1939-06-11","Delegación Miguel Hidalgo",9,"Ciudad de México",16,"Miguel Hidalgo",1,"Miguel Hidalgo","Aristóteles s/n ","Col. Polanco","11560","55 5276 7700","","","","","",-99.19424,19.42909,2500,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=519","2021-01-25 08:42:58-06"
441,"Teatro Carlos Pellicer","1969-09-04","Gobierno del Distrito Federal/Delegación Venustiano Carranza/Deportivo José María Pino Suárez",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Calz. de la Viga  s/n esq. Guillermo Prieto","Col. Jamaica","15800","55 5740 1627","https://inba.gob.mx/recinto/612","","","","",-99.12607,19.40693,200,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=441","2026-02-27 11:09:46-06"
434,"Poliforum Cultural de la Colonia Federal","1977-02-27","Delegación Venustiano Carranza, Gobierno del Distrito Federal",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Plaza del Ejecutivo s/n entre Comisión Nacional Agraria y Comunicaciones","Col. Federal","15700","55 5762 2584","https://www.facebook.com/p/Poliforum-Cultural-de-la-colonia-Federal-100080329999519/","","","","polif-cult-colfed@hotmail.es",-99.08826,19.41995,600,"circular","http://sic.gob.mx/ficha.php?table=teatro&table_id=434","2025-05-27 11:25:56-06"
480,"Foro del Centro de Arte y Cultura Circo Volador (Ex-Cine Francisco Villa)","1998-07-15","Centro de Arte y Cultura Circo Volador, A.C.",9,"Ciudad de México",17,"Venustiano Carranza",1,"Venustiano Carranza","Calz. de la Viga 146","Col. Jamaica","15800","55 5740 3485","http://www.circovolador.org","","","","circovolador@circovolador.org; genarodelgado@gmail.com",-99.12578,19.4061,1800,"italiano","http://sic.gob.mx/ficha.php?table=teatro&table_id=480","2022-12-30 08:44:21-06"
