id_area_verde,nombre,categoria_fuente,subcategoria_fuente,tipo_analitico,usar_cobertura_verde,usar_oferta_recreativa,revision_manual,motivo_criterio,area_m2,area_ha
AV004382,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,6597.4,0.6597
AV004383,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,2330.64,0.2331
AV004384,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,4655.43,0.4655
AV004385,CAMELLON  INTERIOR (AV. RIO CHURUBUSCO),Áreas verdes complementarias o ligadas a la red vial,"Veg. Arbórea, arbustiva y herbácea de glorietas",cobertura_verde_vial,True,False,False,Vegetación asociada a glorietas viales,1246.94,0.1247
AV004386,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,6402.9,0.6403
AV004387,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1016.1,0.1016
AV004388,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,816.8,0.0817
AV004389,CAMELLON AV. GRAL. IGNACIO ZARAGOZA,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3855.64,0.3856
AV004390,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,2668.21,0.2668
AV004391,CAMELLON AV. APATLACO,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,12179.06,1.2179
AV004392,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,,
AV004393,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1412.89,0.1413
AV004394,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1952.46,0.1952
AV004395,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,14891.4,1.4891
AV004396,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,211.63,0.0212
AV004397,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,327.43,0.0327
AV004398,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,32031.52,3.2032
AV004399,,Áreas con vegetación reminisciente,,revisar,False,False,True,Registro sin subcategoría; no se asigna uso analítico automáticamente,9855.63,0.9856
AV004400,,Áreas con vegetación reminisciente,,revisar,False,False,True,Registro sin subcategoría; no se asigna uso analítico automáticamente,7965.36,0.7965
AV004401,,Áreas con vegetación reminisciente,,revisar,False,False,True,Registro sin subcategoría; no se asigna uso analítico automáticamente,13561.43,1.3561
AV004402,CERRO DE LA ESTRELLA,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,12275.16,1.2275
AV004403,CERRO DE LA ESTRELLA,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,790.65,0.0791
AV004404,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,6820.33,0.682
AV004405,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,4152.29,0.4152
AV004406,,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,6242.62,0.6243
AV004407,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,13331.42,1.3331
AV004408,,Equipamientos urbanos con vegetación,Unidades habitacionales,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a vivienda; el acceso puede estar restringido a residentes,6713.84,0.6714
AV004409,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,10287.07,1.0287
AV004410,,Áreas verdes urbanas fragmentadas,Jardineras públicas y privadas,cobertura_verde_fragmentada,True,False,False,Vegetación urbana fragmentada; puede ser pública o privada y no se asume uso recreativo,521.26,0.0521
AV004411,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,667.57,0.0668
AV004412,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,1680.46,0.168
AV004413,CERRO DE LA ESTRELLA,Áreas con vegetación reminisciente,,revisar,False,False,True,Registro sin subcategoría; no se asigna uso analítico automáticamente,11989.29,1.1989
AV004414,CERRO DE LA ESTRELLA,Áreas con vegetación reminisciente,,revisar,False,False,True,Registro sin subcategoría; no se asigna uso analítico automáticamente,52990.58,5.2991
AV004415,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,5470.93,0.5471
AV004416,CERRO DE LA ESTRELLA,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,5763.85,0.5764
AV004417,CERRO DE LA ESTRELLA,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1649.27,0.1649
AV004418,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,60.49,0.006
AV004419,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,164.51,0.0165
AV004420,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,8247.23,0.8247
AV004421,,Áreas verdes urbanas fragmentadas,Jardineras públicas y privadas,cobertura_verde_fragmentada,True,False,False,Vegetación urbana fragmentada; puede ser pública o privada y no se asume uso recreativo,163243.39,16.3243
AV004422,CERRO DE LA ESTRELLA,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,816.11,0.0816
AV004423,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,3092.89,0.3093
AV004424,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,1740.2,0.174
AV004425,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,4461.68,0.4462
AV004426,CERRO DE LA ESTRELLA,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1875.01,0.1875
AV004427,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Arboledas,oferta_verde_recreativa,True,True,False,Espacio arbolado con potencial de uso recreativo,895.61,0.0896
AV004428,CERRO DE LA ESTRELLA,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,157.11,0.0157
AV004429,,"Parques, arboledas y alamedas",Arboledas,oferta_verde_recreativa,True,True,False,Espacio arbolado con potencial de uso recreativo,4935.71,0.4936
AV004430,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1427.99,0.1428
AV004431,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,50399.18,5.0399
AV004432,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,783.56,0.0784
AV004433,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,42006.64,4.2007
AV004434,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,779.76,0.078
AV004435,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1053.55,0.1054
AV004436,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,6411.11,0.6411
AV004437,CERRO DE LA ESTRELLA,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,2217.61,0.2218
AV004438,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,186664.43,18.6664
AV004439,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,2282.98,0.2283
AV004440,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),Áreas verdes complementarias o ligadas a la red vial,"Veg. Arbórea, arbustiva y herbácea de glorietas",cobertura_verde_vial,True,False,False,Vegetación asociada a glorietas viales,193.09,0.0193
AV004441,,Áreas verdes complementarias o ligadas a la red vial,"Veg. Arbórea, arbustiva y herbácea de glorietas",cobertura_verde_vial,True,False,False,Vegetación asociada a glorietas viales,430.57,0.0431
AV004442,,Áreas verdes complementarias o ligadas a la red vial,"Veg. Arbórea, arbustiva y herbácea de glorietas",cobertura_verde_vial,True,False,False,Vegetación asociada a glorietas viales,703.63,0.0704
AV004443,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,709.42,0.0709
AV004444,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2493.05,0.2493
AV004445,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,11617.12,1.1617
AV004446,,"Parques, arboledas y alamedas",Arboledas,oferta_verde_recreativa,True,True,False,Espacio arbolado con potencial de uso recreativo,1052.99,0.1053
AV004447,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,8011.91,0.8012
AV004448,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,11923.19,1.1923
AV004449,PARQUE CANTAURO DEL NORTE,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1272.41,0.1272
AV004450,PARQUE CANTAURO DEL NORTE,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,854.43,0.0854
AV004451,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,14843.24,1.4843
AV004452,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2948.11,0.2948
AV004453,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,5818.89,0.5819
AV004454,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,17701.96,1.7702
AV004455,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,817.89,0.0818
AV004456,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,920.75,0.0921
AV004457,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,5134.74,0.5135
AV004458,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,3499.24,0.3499
AV004459,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2594.59,0.2595
AV004460,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2943.97,0.2944
AV004461,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,4321.94,0.4322
AV004462,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,877.27,0.0877
AV004463,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,385.16,0.0385
AV004464,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,1308.44,0.1308
AV004465,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,25244.6,2.5245
AV004466,,Equipamientos urbanos con vegetación,Panteones,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a panteones; no se considera oferta verde recreativa,15713.36,1.5713
AV004467,CAMELLON AV. POZOS,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2040.19,0.204
AV004468,CAMELLON AV. POZOS,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2431.79,0.2432
AV004469,CAMELLON AV. POZOS,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2554.14,0.2554
AV004470,CAMELLON AV. POZOS,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2811.9,0.2812
AV004471,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,5554.56,0.5555
AV004472,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,321.94,0.0322
AV004473,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,623.44,0.0623
AV004474,,Equipamientos urbanos con vegetación,Unidades habitacionales,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a vivienda; el acceso puede estar restringido a residentes,1499.04,0.1499
AV004475,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,2837.35,0.2837
AV004476,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1139.38,0.1139
AV004477,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,130.16,0.013
AV004478,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,81.79,0.0082
AV004479,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,340.64,0.0341
AV004480,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,353.33,0.0353
AV004481,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,580.42,0.058
AV004482,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,391.84,0.0392
AV004483,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,4807.4,0.4807
AV004484,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,5632.41,0.5632
AV004485,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,3858.9,0.3859
AV004486,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,8565.15,0.8565
AV004487,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,2281.72,0.2282
AV004488,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,838.0,0.0838
AV004489,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,223.21,0.0223
AV004490,CERRO DE LA ESTRELLA,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,300.83,0.0301
AV004491,CAMELLON AV. GRAL. IGNACIO ZARAGOZA,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,4400.29,0.44
AV004492,PARQUE STA. MARTHA,Áreas verdes urbanas fragmentadas,Jardineras públicas y privadas,cobertura_verde_fragmentada,True,False,False,Vegetación urbana fragmentada; puede ser pública o privada y no se asume uso recreativo,1762.41,0.1762
AV004493,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,4161.89,0.4162
AV004494,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,5713.52,0.5714
AV004495,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1488.57,0.1489
AV004496,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,952.76,0.0953
AV004497,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,915.25,0.0915
AV004498,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,1354.43,0.1354
AV004499,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,3985.55,0.3986
AV004500,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,,
AV004501,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,3211.01,0.3211
AV004502,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1571.67,0.1572
AV004503,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,145906.2,14.5906
AV004504,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,834.43,0.0834
AV004505,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1288.45,0.1288
AV004506,,Áreas verdes complementarias o ligadas a la red vial,"Veg. Arbórea, arbustiva y herbácea de glorietas",cobertura_verde_vial,True,False,False,Vegetación asociada a glorietas viales,2461.63,0.2462
AV004507,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1576.98,0.1577
AV004508,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1011.63,0.1012
AV004509,,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,1707.78,0.1708
AV004510,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,1455.22,0.1455
AV004511,CAMELLON AV. PTE. BLANCO,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,4760.49,0.476
AV004512,,Equipamientos urbanos con vegetación,Asistencia Social con vegetación CDMX,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a equipamiento de asistencia social; no se asume acceso recreativo,509.54,0.051
AV004513,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1997.72,0.1998
AV004514,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,812.49,0.0812
AV004515,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1289.71,0.129
AV004516,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,238.68,0.0239
AV004517,,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,8018.81,0.8019
AV004518,,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,720.01,0.072
AV004519,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1339.05,0.1339
AV004520,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,2159.18,0.2159
AV004521,,Áreas verdes urbanas fragmentadas,Terrenos baldíos,revisar,False,False,True,Un terreno baldío no se considera automáticamente cobertura verde útil ni oferta recreativa,7539.46,0.7539
AV004522,,Equipamientos urbanos con vegetación,Panteones,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a panteones; no se considera oferta verde recreativa,5729.02,0.5729
AV004523,,Plazas y jardines,Plazas,oferta_verde_recreativa,True,True,False,Espacio público con función recreativa,811.61,0.0812
AV004524,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,223.82,0.0224
AV004525,,Equipamientos urbanos con vegetación,Deportivos,revisar,True,False,True,Puede representar oferta recreativa pero requiere verificar acceso y evitar duplicidad con otras fuentes deportivas,8956.98,0.8957
AV004526,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,242.02,0.0242
AV004527,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,302.42,0.0302
AV004528,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,1455.35,0.1455
AV004529,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,559.99,0.056
AV004530,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,15565.0,1.5565
AV004531,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,562.97,0.0563
AV004532,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,,
AV004533,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,3269.31,0.3269
AV004534,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,182.99,0.0183
AV004535,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,228.67,0.0229
AV004536,,Equipamientos urbanos con vegetación,Instituciones académicas públicas,vegetacion_en_equipamiento,True,False,False,Vegetación asociada a instituciones educativas; no se asume acceso recreativo público,483.2,0.0483
AV004537,,Áreas verdes complementarias o ligadas a la red vial,Camellones centrales y laterales,cobertura_verde_vial,True,False,False,Vegetación asociada a camellones de infraestructura vial,1805.43,0.1805
AV004538,,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,1269.17,0.1269
AV004539,PARQUE QUETZALCOATL,"Parques, arboledas y alamedas",Parques,oferta_verde_recreativa,True,True,False,Parque destinado al uso recreativo de la población,10241.32,1.0241
